"video_title","channel_id","published_at","description","vertical","ranking"
Meine Höhenvorbereitung für den Himalaya,UC01yfEkBiExZlVOAfD8mnhg,2022-03-27 15:51:16.000,"Ich zeige euch wie ich mich auf die Höhe im Himalaya vorbereite ▶ Folge mir auf Instagram http://instagram.com/rafaelmcstan // ▶ Body Kitchen KOCHBUCH - http://amzn.to/2eNL72x ▶ Perfektes Aufwärmen - http://amzn.to/2nKCgS4

Besucht gerne Markus Göbel unter www.hoehenvorbereitung.de

EMPFEHLUNGEN:
Du suchst Kurzhanteln an denen du das Gewicht verändern kannst? Dann findest du hier ein recht gutes 30 Kg Hantelset - http://amzn.to/WBPGN9 oder hier ein 20 Kg Hantelset - http://amzn.to/13i6A5s

Falls es doch günstiger sein soll gibt es hier ein 30 Kg Hantelset mit Sand gefüllten Hantelscheiben - https://amzn.to/3CYPt05

MEINE Supps Empfehlungen:
Whey Proteinpulver - http://amzn.to/2rFjL5A
EAA Pulver - https://amzn.to/3qk9BVe
Creatin Pulver - https://amzn.to/3JupoIJ
Protein Riegel - https://amzn.to/3IvsF9o
Protein Müsli - https://amzn.to/3NaBGIK
Shaker - http://amzn.to/2qPnf66

Eine günstige Flachbank gibts hier- http://amzn.to/RuggV6
Oder eine verstellbare Trainingsbank hier - http://amzn.to/1epmKmx

*Bei Links handelt es sich um Affiliate Links die mit dem Partnerprogramm von Amazon, Supp-Shop.de und Climaqx zusammenhängen. Diese dienen zur Orientierung und schnellem finden der Produkte und werden je nach Erfolg mit einer Provision ausgezahlt falls diese genutzt werden.",Health & Fitness,1
Ich bin zurück!,UC01yfEkBiExZlVOAfD8mnhg,2022-03-21 16:27:43.000,"Die letzten Jahre war es still hier auf meinem YouTube-Kanal aber jetzt ist es an der Zeit wieder durchzustarten! ▶ Folge mir auf Instagram http://instagram.com/rafaelmcstan // ▶ Body Kitchen KOCHBUCH - http://amzn.to/2eNL72x ▶ Perfektes Aufwärmen - http://amzn.to/2nKCgS4

EMPFEHLUNGEN:
Du suchst Kurzhanteln an denen du das Gewicht verändern kannst? Dann findest du hier ein recht gutes 30 Kg Hantelset - http://amzn.to/WBPGN9 oder hier ein 20 Kg Hantelset - http://amzn.to/13i6A5s

Falls es doch günstiger sein soll gibt es hier ein 30 Kg Hantelset mit Sand gefüllten Hantelscheiben - https://amzn.to/3CYPt05

MEINE Supps Empfehlungen:
Whey Proteinpulver - http://amzn.to/2rFjL5A
EAA Pulver - https://amzn.to/3qk9BVe
Creatin Pulver - https://amzn.to/3JupoIJ
Protein Riegel - https://amzn.to/3IvsF9o
Protein Müsli - https://amzn.to/3NaBGIK
Shaker - http://amzn.to/2qPnf66

Eine günstige Flachbank gibts hier- http://amzn.to/RuggV6
Oder eine verstellbare Trainingsbank hier - http://amzn.to/1epmKmx

*Bei Links handelt es sich um Affiliate Links die mit dem Partnerprogramm von Amazon, Supp-Shop.de und Climaqx zusammenhängen. Diese dienen zur Orientierung und schnellem finden der Produkte und werden je nach Erfolg mit einer Provision ausgezahlt falls diese genutzt werden.",Health & Fitness,2
Als Mann beim Pole Dance - Training an der Stange,UC01yfEkBiExZlVOAfD8mnhg,2018-11-18 10:59:38.000,"Wie anstrengend ist Pole Dance? Ist es auch ein Sport für Männer? Ich habe mich getraut und mich an die Pole Dancing Stange gewagt. Weitere Infos zur Tanzschule gibt es hier - http://pole2dance.de/ ▶ Folg mir auf ⭕ Instagram http://instagram.com/rafaelmcstan ▶ Unterstütze meine Arbeit - Klick hier - https://amzn.to/2M4NNqt

Meine Ausrüstung zum Filmen:
Kamera - https://amzn.to/2AzQqiK
Weitwinkel Objektiv -  https://amzn.to/2LIKEAD
Tele Objektiv - https://amzn.to/2AzQGhI
Portrait Objektiv - https://amzn.to/2n5GCDX
Mikrofon - https://amzn.to/2Avybv8
Ansteck Mikro - https://amzn.to/2AuGsiI
Vlogging Stativ - https://amzn.to/2O0DLqX
Flug Drohne - https://amzn.to/2Apt5QS
Mobile Workstation - https://amzn.to/2M6g9AW
Action Cam - https://amzn.to/2LK88Wk
Rucksack - https://amzn.to/2M5XGnW

Damit wirst du Stärker:
Kurzhanteln an denen du das Gewicht verändern kannst. 
Ein gutes 30 Kg Hantelset - http://amzn.to/WBPGN9 oder hier ein 20 Kg Hantelset - http://amzn.to/13i6A5s

Falls es günstiger und schwer sein soll gibt es hier ein 30 Kg Hantelset mit Sand gefüllten Hantelscheiben - http://amzn.to/LxPBIr


*Bei Links handelt es sich um Affiliate Links die mit dem Partnerprogramm von Amazon zusammenhängen. Diese dienen zur Orientierung und schnellem finden der Produkte und werden je nach Erfolg mit einer Provision ausgezahlt falls diese genutzt werden.

#PoleDance #Dancing #Fitness",Health & Fitness,3
Auf Wiedersehen Omar,UC01yfEkBiExZlVOAfD8mnhg,2018-11-03 16:53:15.000,Auf Wiedersehen Omar,Health & Fitness,4
Der ekligste Proteinshake der Welt,UC01yfEkBiExZlVOAfD8mnhg,2018-10-29 16:04:05.000,"Dieses Video ist in Zusammenarbeit mit den Volksbanken Raiffeisenbanken entstanden. Lade dir VR-Banking App herunter für iOS http://bit.ly/rafael-vr-bankingapp-ios oder Android http://bit.ly/rafael-vr-bankingapp-android Weitere Infos über die Kwitt-Funktion gibt's hier https://www.vr.de/privatkunden/unsere-produkte/was-ist-ein-girokonto/geld-per-app-senden.html

Weitere Infos zu den Wünschewagen des ASB gibt es hier https://wuenschewagen.de/

Meine Ausrüstung zum Filmen:
Kamera - https://amzn.to/2AzQqiK
Weitwinkel Objektiv -  https://amzn.to/2LIKEAD
Tele Objektiv - https://amzn.to/2AzQGhI
Portrait Objektiv - https://amzn.to/2n5GCDX
Mikrofon - https://amzn.to/2Avybv8
Ansteck Mikro - https://amzn.to/2AuGsiI
Vlogging Stativ - https://amzn.to/2O0DLqX
Flug Drohne - https://amzn.to/2Apt5QS
Mobile Workstation - https://amzn.to/2M6g9AW
Action Cam - https://amzn.to/2LK88Wk
Rucksack - https://amzn.to/2M5XGnW

Damit wirst du Stärker:
Kurzhanteln an denen du das Gewicht verändern kannst. 
Ein gutes 30 Kg Hantelset - http://amzn.to/WBPGN9 oder hier ein 20 Kg Hantelset - http://amzn.to/13i6A5s

Falls es günstiger und schwer sein soll gibt es hier ein 30 Kg Hantelset mit Sand gefüllten Hantelscheiben - http://amzn.to/LxPBIr


*Bei Links handelt es sich um Affiliate Links die mit dem Partnerprogramm von Amazon zusammenhängen. Diese dienen zur Orientierung und schnellem finden der Produkte und werden je nach Erfolg mit einer Provision ausgezahlt falls diese genutzt werden.",Health & Fitness,5
Ohne deine Hilfe geht's nicht!,UC01yfEkBiExZlVOAfD8mnhg,2018-10-22 13:01:02.000,"Lade dir VR-Banking App herunter für iOS http://bit.ly/rafael-vr-bankingapp-ios oder Android http://bit.ly/rafael-vr-bankingapp-android und hilf mir das Wünschewagen Projekt des ASB zu unterstützen! Weitere Infos über die Kwitt-Funkttion https://www.vr.de/privatkunden/unsere-produkte/was-ist-ein-girokonto/geld-per-app-senden.html

Spende per Kwitt-Funkition deinen Wunschbetrag an folgende Nummer: 0176-444-05-660 mit dem Spendenbetreff: Rafael 

- Bis 10 € bereite ich mir Shake aus mind. 5 Zutaten zu, die nicht zusammengehören

- Ab 10 € kommen noch einmal 3 Zutaten hinzu = 8 Zutaten

- Ab 25 € besteht der Ekel-Shake aus 10 Zutaten, die nicht lecker zusammen sind ;)

Meine Ausrüstung zum Filmen:
Kamera - https://amzn.to/2AzQqiK
Weitwinkel Objektiv -  https://amzn.to/2LIKEAD
Tele Objektiv - https://amzn.to/2AzQGhI
Portrait Objektiv - https://amzn.to/2n5GCDX
Mikrofon - https://amzn.to/2Avybv8
Ansteck Mikro - https://amzn.to/2AuGsiI
Vlogging Stativ - https://amzn.to/2O0DLqX
Flug Drohne - https://amzn.to/2Apt5QS
Mobile Workstation - https://amzn.to/2M6g9AW
Action Cam - https://amzn.to/2LK88Wk
Rucksack - https://amzn.to/2M5XGnW

Damit wirst du Stärker:
Kurzhanteln an denen du das Gewicht verändern kannst. 
Ein gutes 30 Kg Hantelset - http://amzn.to/WBPGN9 oder hier ein 20 Kg Hantelset - http://amzn.to/13i6A5s

Falls es günstiger und schwer sein soll gibt es hier ein 30 Kg Hantelset mit Sand gefüllten Hantelscheiben - http://amzn.to/LxPBIr


*Bei Links handelt es sich um Affiliate Links die mit dem Partnerprogramm von Amazon zusammenhängen. Diese dienen zur Orientierung und schnellem finden der Produkte und werden je nach Erfolg mit einer Provision ausgezahlt falls diese genutzt werden.",Health & Fitness,6
Total Peinlich! Reaktion auf ALTES Fitnessvideo,UC01yfEkBiExZlVOAfD8mnhg,2018-10-20 12:01:12.000,"Auf YouTube habe ich mit Videos zum Thema Fitness angefangen. Es wird Zeit für einen kleinen Rückblick in die Vergangenheit. Unterstützung bekomme ich dabei von den Legenden Goeerki & Flavio ⭕ Insta http://instagram.com/rafaelmcstan ▶ Unterstütze mich hier - https://amzn.to/2M4NNqt

Reaktionsvideo von Goeerki: https://youtu.be/aIv_th2rOXc
Reaktionsvideo von Flavio: https://youtu.be/8PbRdsAsVWs

Meine Ausrüstung zum Filmen:
Kamera - https://amzn.to/2AzQqiK
Weitwinkel Objektiv -  https://amzn.to/2LIKEAD
Tele Objektiv - https://amzn.to/2AzQGhI
Portrait Objektiv - https://amzn.to/2n5GCDX
Mikrofon - https://amzn.to/2Avybv8
Ansteck Mikro - https://amzn.to/2AuGsiI
Vlogging Stativ - https://amzn.to/2O0DLqX
Flug Drohne - https://amzn.to/2Apt5QS
Mobile Workstation - https://amzn.to/2M6g9AW
Action Cam - https://amzn.to/2LK88Wk
Rucksack - https://amzn.to/2M5XGnW

Damit wirst du Stärker:
Kurzhanteln an denen du das Gewicht verändern kannst. 
Ein gutes 30 Kg Hantelset - http://amzn.to/WBPGN9 oder hier ein 20 Kg Hantelset - http://amzn.to/13i6A5s

Falls es günstiger und schwer sein soll gibt es hier ein 30 Kg Hantelset mit Sand gefüllten Hantelscheiben - http://amzn.to/LxPBIr


*Bei Links handelt es sich um Affiliate Links die mit dem Partnerprogramm von Amazon zusammenhängen. Diese dienen zur Orientierung und schnellem finden der Produkte und werden je nach Erfolg mit einer Provision ausgezahlt falls diese genutzt werden.",Health & Fitness,7
Mein Abenteuer im Paradies - Sansibar entdecken,UC01yfEkBiExZlVOAfD8mnhg,2018-10-07 12:28:55.000,"Vor ein paar Wochen ging es für meine Freundin und mich nach Sansibar, dort konnte ich spektakuläre Aufnahmen machen. Ich zeige euch die Insel und deren Sehenwürdigkeiten. ▶ Folg mir auf ⭕ Instagram: http://instagram.com/rafaelmcstan ▶ Die Musik aus dem Video gibt's hier http://share.epidemicsound.com/phCBH

Meine Ausrüstung zum Filmen:
Kamera - https://amzn.to/2AzQqiK
Weitwinkel Objektiv -  https://amzn.to/2LIKEAD
Tele Objektiv - https://amzn.to/2AzQGhI
Portrait Objektiv - https://amzn.to/2n5GCDX
Mikrofon - https://amzn.to/2Avybv8
Ansteck Mikro - https://amzn.to/2AuGsiI
Vlogging Stativ - https://amzn.to/2O0DLqX
Flug Drohne - https://amzn.to/2Apt5QS
Mobile Workstation - https://amzn.to/2M6g9AW
Action Cam - https://amzn.to/2LK88Wk
Rucksack - https://amzn.to/2M5XGnW

Damit wirst du Stärker:
Kurzhanteln an denen du das Gewicht verändern kannst. 
Ein gutes 30 Kg Hantelset - http://amzn.to/WBPGN9 oder hier ein 20 Kg Hantelset - http://amzn.to/13i6A5s

Falls es günstiger und schwer sein soll gibt es hier ein 30 Kg Hantelset mit Sand gefüllten Hantelscheiben - http://amzn.to/LxPBIr


*Bei Links handelt es sich um Affiliate Links die mit dem Partnerprogramm von Amazon zusammenhängen. Diese dienen zur Orientierung und schnellem finden der Produkte und werden je nach Erfolg mit einer Provision ausgezahlt falls diese genutzt werden.

#Sansibar #Travel #Vlog",Health & Fitness,8
Meine besten Tipps um günstige Flüge zu finden,UC01yfEkBiExZlVOAfD8mnhg,2018-08-20 12:55:11.000,"Fliegen muss nicht teuer sein, ich gebe ein paar wertvolle Tipps um günstig Flüge zu buchen und so etwas Geld zu sparen ▶ Folg mir auf ⭕ Instagram: http://instagram.com/rafaelmcstan ▶ Das darf auf keinem Flug fehlen - https://amzn.to/2MXEucu

Meine Ausrüstung zum Filmen:
Kamera - https://amzn.to/2AzQqiK
Weitwinkel Objektiv -  https://amzn.to/2LIKEAD
Tele Objektiv - https://amzn.to/2AzQGhI
Portrait Objektiv - https://amzn.to/2n5GCDX
Mikrofon - https://amzn.to/2Avybv8
Ansteck Mikro - https://amzn.to/2AuGsiI
Vlogging Stativ - https://amzn.to/2O0DLqX
Flug Drohne - https://amzn.to/2Apt5QS
Mobile Workstation - https://amzn.to/2M6g9AW
Action Cam - https://amzn.to/2LK88Wk
Rucksack - https://amzn.to/2M5XGnW

Damit wirst du Stärker:
Kurzhanteln an denen du das Gewicht verändern kannst. 
Ein gutes 30 Kg Hantelset - http://amzn.to/WBPGN9 oder hier ein 20 Kg Hantelset - http://amzn.to/13i6A5s

Falls es günstiger und schwer sein soll gibt es hier ein 30 Kg Hantelset mit Sand gefüllten Hantelscheiben - http://amzn.to/LxPBIr


*Bei Links handelt es sich um Affiliate Links die mit dem Partnerprogramm von Amazon zusammenhängen. Diese dienen zur Orientierung und schnellem finden der Produkte und werden je nach Erfolg mit einer Provision ausgezahlt falls diese genutzt werden.",Health & Fitness,9
"200 euros si elle arrive ce jeu ! #drole #musique #couple #jeu",UC05MAvDqxBey5YuagowePCw,2022-10-24 09:28:47.000,"",Entertainment,1
